Year,target_variable,Department,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
2015,Public Protection,Superior Court,Mental Health Hearing Officer,37898,93830.89,0,4804.44,98635.33,19350.54,12424.5,31866.66,63641.7,162277.03
2014,"Public Works, Transportation & Commerce",Airport Commission,Window Cleaner Supervisor,10423,78863.66,0,1210.87,80074.53,17451.33,12769.24,6368.46,36589.03,116663.56
2014,Public Protection,Adult Probation,Chief Adult Probation Officer,6053,207654.94,0,0,207654.94,40414.18,13054.94,12235.37,65704.49,273359.43
2014,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Traf Signal Electrician Sup II,43263,128878.07,45.8,9103.77,138027.64,27528.69,13054.94,9942.09,50525.72,188553.36
2014,Public Protection,Sheriff,Farmer,50686,63978,0,0,63978,13981.94,13054.92,4681.06,31717.92,95695.92
2013,Public Protection,Superior Court,"Court Asst, Superior Court",34362,41107.02,0,7859.78,48966.8,7539.73,6101.53,4097.27,17738.53,66705.33
2015,Public Protection,Superior Court,Principl Personnel Payroll Rep,47378,94978,1164.39,4826.5,100968.89,19587.16,12424.5,8150.1,40161.76,141130.65
2013,Human Welfare & Neighborhood Development,Environment,"Secretary, Comm On The Environ",3018,99768.45,0,0,99768.45,19604.49,12918.25,8129.22,40651.96,140420.41
2016,General Administration & Finance,Treasurer/Tax Collector,"Attorney, Tax Collector",40991,179584.93,0,1500,181084.93,32830.67,13068.8,11137.38,57036.85,238121.78
2014,"Public Works, Transportation & Commerce",General Services Agency - Public Works,Disability Access Coordinator,15221,149490.06,0,0,149490.06,31923.32,13054.76,10119.32,55097.4,204587.46
2015,Public Protection,Superior Court,Court Staff Attorney I,18180,19920,0,0,19920,4468.08,2873.69,1673.02,9014.79,28934.79
2014,Public Protection,District Attorney,Victim & Witness Technician,21567,1252.57,0,4187.9,5440.47,931.38,0,651.71,1583.09,7023.56
2013,Human Welfare & Neighborhood Development,Human Services,"Sctry, Human Svcs Commission",34522,38170,0,0,38170,0,5416.14,2955.12,8371.26,46541.26
2015,General Administration & Finance,General Services Agency - City Admin,DvlpmntServicesManager (OCII),30832,113430.01,0,0,113430.01,22341.51,10035.17,9207.92,41584.6,155014.61
2013,Public Protection,Superior Court,"Supervising Mediator, UFCS",41475,44163.65,0,0,44163.65,7821.39,3827.63,7820.21,19469.23,63632.88
2016,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Maintenance Machinist Helper,51564,31656.6,0,1104.3,32760.9,5891.3,6434.64,2881.71,15207.65,47968.55
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,"Manager III, Municipal Transportation Ag",36947,4581,0,0,4581,811.3,478.45,354.43,1644.18,6225.18
2013,Public Protection,Juvenile Probation,"Asst Chf Prob Ofc, Juv Prob",36141,175231.24,0,0,175231.24,31681.82,12841.79,11682.21,56205.82,231437.06
2016,Public Protection,Juvenile Probation,"Acpo,Juvp, Juv Prob (SFERS)",15747,161606.96,0,0,161606.96,29299.3,13068.8,10739.2,53107.3,214714.26
2016,Community Health,Public Health,Shade And Drapery Worker,7016,59299.15,940.18,591.16,60830.49,11145.61,12286.3,5059.12,28491.03,89321.52
2016,Public Protection,Department of Emergency Management,Senior Statistician,12721,88034.91,0,2387.67,90422.58,16383.29,13118.69,6636.94,36138.92,126561.5
2013,Culture & Recreation,Recreation and Park Commission,Vet Laboratory Technologist,16308,86502.01,125.36,1125.45,87752.82,15865.72,12801.79,7339.83,36007.34,123760.16
2013,Community Health,Public Health,Orthopedic Technician 2,7419,68715.02,0,250,68965.02,13502.28,12918.24,5573.5,31994.02,100959.04
2015,Culture & Recreation,Fine Arts Museum,Manager Of Museum Security Services,24158,9972.2,0,3271.76,13243.96,2236.76,1628.43,1744.84,5610.03,18853.99
2016,Public Protection,Police,Chief Of Police,13584,292450.12,0,100271.38,392721.5,54680.78,11572.38,7823.55,74076.71,466798.21
2013,Public Protection,Superior Court,Court Supervisor I,36436,0,0,34237.89,34237.89,0,0,2665.8,2665.8,36903.69
2013,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Sr Opers Mgr,37258,63677.9,0,0,63677.9,0,0,5030.56,5030.56,68708.46
2014,General Administration & Finance,City Attorney,"Asst Chf, Bur Clm Invest&Admin",22133,72147.01,0,0,72147.01,15088.48,6527.46,10327.89,31943.83,104090.84
2015,Public Protection,Juvenile Probation,"Sr Cnselor, Juv Hall (SFERS)",14820,28613.5,0,69.37,28682.87,0,0,2265.95,2265.95,30948.82
2013,"Public Works, Transportation & Commerce",PUC Public Utilities Commission,Cashier 3,13374,1203.5,0,0,1203.5,219.16,246.19,108.7,574.05,1777.55
2016,General Administration & Finance,General Services Agency - City Admin,Asst Forensic Toxicologist 2,50938,45817.4,0,12332.95,58150.35,8306.72,4638.93,3845.74,16791.39,74941.74
2015,Culture & Recreation,Recreation and Park Commission,Assistant Industrial Hygienist,2538,88484.63,0,0,88484.63,19847.17,12500.56,7052.92,39400.65,127885.28
2013,Culture & Recreation,Arts Commission,Musm Exhibit Packer & Repairer,32508,6952.42,0,0,6952.42,0,1997.2,538.25,2535.45,9487.87
2014,Community Health,Public Health,Environmental Hlth Tech 2,31636,0,0,5804.86,5804.86,0,0,444.07,444.07,6248.93
2013,Public Protection,Superior Court,Trial Delay Reduct Coord,6543,4579.52,0,35.03,4614.55,840.31,718.56,399.69,1958.56,6573.11
2015,"Public Works, Transportation & Commerce",Municipal Transportation Agency,Parking Hearing Supervisor,47342,108913.01,0,0,108913.01,22197.88,12421.52,8708.66,43328.06,152241.07
2014,General Administration & Finance,Retirement System,"Commissioner 16700c, No Pay",53128,0,0,0,0,0,-193.95,0,-193.95,-193.95
2013,Public Protection,Police,Police Services Aide,47044,2947.93,0,167.57,3115.5,582.94,0,246.13,829.07,3944.57
2013,General Administration & Finance,General Services Agency - City Admin,Special Assistant 8,47644,3656.9,0,0,3656.9,0,640.09,284.45,924.54,4581.44
2013,Community Health,Public Health,Asst Dir Clinical Svcs 2,2313,31890.01,0,0,31890.01,5647.74,2870.72,2758.56,11277.02,43167.03
2015,"Public Works, Transportation & Commerce",Port,Asst Harbormaster (OCII),25842,12659.85,0,0,12659.85,2839.59,1911.46,989.72,5740.77,18400.62
2013,Public Protection,Sheriff,Sheriff,3090,46890.69,0,2813.29,49703.98,0,2880.4,3740.02,6620.42,56324.4
2016,Public Protection,Superior Court,Ct Comp Sys Engineer I,6864,17697,0,0,17697,3293.42,2543.93,1455.32,7292.67,24989.67
2013,Culture & Recreation,Recreation and Park Commission,Pianist,20991,4218.76,0,0,4218.76,0,0,333.28,333.28,4552.04
